Date,symbol,open,high,low,Adj Close,Volume ETH,Volume USDT,tradecount
9/17/2017,ETH/USDT,249.31,264.39,239.02,257.55,4589.96,1143692.64,NULL
9/18/2017,ETH/USDT,257.55,306.22,257.11,294.57,4121.19,1181549.67,NULL
9/19/2017,ETH/USDT,294.57,300,277.41,284,1858.5,532540.71,NULL
9/20/2017,ETH/USDT,284,294,275.91,282,1054.54,301038.78,NULL
9/21/2017,ETH/USDT,282,287,252.1,257,1909.37,515321.69,NULL
9/22/2017,ETH/USDT,257,272.97,253.01,264,1463.53,382707.68,NULL
9/23/2017,ETH/USDT,264,286.23,255.11,285.93,2821.68,788085.05,NULL
9/24/2017,ETH/USDT,285.93,294.61,275,282,5544.62,1574147.48,NULL
9/25/2017,ETH/USDT,282,299,281.34,294.42,5861.15,1702847.03,NULL
9/26/2017,ETH/USDT,294.42,296.81,286.24,287.9,4527.17,1320510.93,NULL
9/27/2017,ETH/USDT,287.9,313,286.13,309.74,5467.39,1626645.28,NULL
9/28/2017,ETH/USDT,309.74,311.81,296.89,302.44,6521.08,1984843.83,NULL
9/29/2017,ETH/USDT,302.44,303,274,292.22,10997.93,3187358.83,NULL
9/30/2017,ETH/USDT,292.22,307.49,292.22,304.36,3997.83,1207595.88,NULL
10/1/2017,ETH/USDT,304.36,306,294,303.95,5034.38,1511264.71,NULL
10/2/2017,ETH/USDT,303.95,305,295,296.5,3670.04,1104217.48,NULL
10/3/2017,ETH/USDT,296.5,301.99,283.18,292.48,5518.95,1614235.08,NULL
10/4/2017,ETH/USDT,292.48,297.97,288,291.99,3989.57,1168807.66,NULL
10/5/2017,ETH/USDT,291.99,297.44,285.53,294.81,3370.96,982644.49,NULL
10/6/2017,ETH/USDT,294.81,310.8,293.78,310.8,3510.89,1054697,NULL
10/7/2017,ETH/USDT,310.8,318.5,303.6,311.01,2120.52,658190.78,NULL
10/8/2017,ETH/USDT,311.01,317.07,309,311.07,2952.08,921220.96,NULL
10/9/2017,ETH/USDT,311.07,312.13,286.65,297.19,4852.92,1452816.74,NULL
10/10/2017,ETH/USDT,297.19,308.56,293,298.64,6691.84,2011440.17,NULL
10/11/2017,ETH/USDT,298.64,305.5,298.02,304.01,3715.65,1122578.04,NULL
10/12/2017,ETH/USDT,304.01,310,302.71,303.99,7775.58,2381102.13,NULL
10/13/2017,ETH/USDT,303.99,353.96,297,337.96,17766.25,5782386.5,NULL
10/14/2017,ETH/USDT,337.96,349.8,335,342,7698,2644022.46,NULL
10/15/2017,ETH/USDT,342,348,316.17,337.96,9964.35,3311218.81,NULL
10/16/2017,ETH/USDT,337.96,354,332.78,335.19,8634.15,2946408.58,NULL
10/17/2017,ETH/USDT,335.19,336.58,312.65,315.19,8092.4,2620614.96,NULL
10/18/2017,ETH/USDT,315.19,318,284.68,309.7,12779.33,3877210.96,NULL
10/19/2017,ETH/USDT,309.7,315,300,308.66,8637.51,2662555.18,NULL
10/20/2017,ETH/USDT,308.66,311.18,302,304.51,8696.57,2654276.53,NULL
10/21/2017,ETH/USDT,304.51,305.34,290,298.94,8498.8,2531002.63,NULL
10/22/2017,ETH/USDT,298.94,306.99,290,293.79,7149.29,2113555.82,NULL
10/23/2017,ETH/USDT,293.79,294.6,272.2,281.09,9580.48,2720877.48,NULL
10/24/2017,ETH/USDT,281.09,310,275.5,297.38,13991.58,4230858.49,NULL
10/25/2017,ETH/USDT,297.38,300,281,294.49,9624.76,2818151.89,NULL
10/26/2017,ETH/USDT,294.49,299.76,291.03,294.71,7760.28,2290879.1,NULL
10/27/2017,ETH/USDT,294.71,298.1,292.03,296.33,6230.29,1840292.6,NULL
10/28/2017,ETH/USDT,296.33,297,290.1,291.87,5833.59,1711301.74,NULL
10/29/2017,ETH/USDT,291.87,309.4,291.86,305,8975.34,2702954.94,NULL
10/30/2017,ETH/USDT,305,316,302.1,307.25,8863.26,2725859.28,NULL
10/31/2017,ETH/USDT,307.25,309.99,304.01,304.9,7631.45,2344790.92,NULL
11/1/2017,ETH/USDT,304.9,305.9,286.34,287.01,9807.45,2938149.94,NULL
11/2/2017,ETH/USDT,287.01,293,274.73,283.12,13163.53,3736468.51,NULL
11/3/2017,ETH/USDT,283.12,307,282,304.08,8057.59,2360525.71,NULL
11/4/2017,ETH/USDT,304.08,304.99,292.11,298.04,7765.91,2315342.78,NULL
11/5/2017,ETH/USDT,298.04,302.14,293.13,295.53,6614.04,1967164.34,NULL
11/6/2017,ETH/USDT,295.53,305.58,290.11,297.97,7466.26,2218959.5,NULL
11/7/2017,ETH/USDT,297.97,303.52,287,291.78,9302.34,2731426.72,NULL
11/8/2017,ETH/USDT,291.78,320,290.02,303.02,15603.8,4729826.12,NULL
11/9/2017,ETH/USDT,303.02,329,299.5,317.87,11093.28,3509086.96,NULL
11/10/2017,ETH/USDT,317.87,322.65,285.82,293.5,15463.01,4721270.61,NULL
11/11/2017,ETH/USDT,293.5,318,291.91,310.02,10764.3,3256927.49,NULL
11/12/2017,ETH/USDT,310.02,316.99,281.01,305.24,20889.35,6276531.03,NULL
11/13/2017,ETH/USDT,305.24,318.88,303.7,312.99,15399.84,4804508.58,NULL
11/14/2017,ETH/USDT,312.99,337.54,312.94,335.61,17479.57,5682689.3,NULL
11/15/2017,ETH/USDT,335.61,339,324,331.33,15409.67,5116263.34,NULL
11/16/2017,ETH/USDT,331.33,334.75,321.41,331.49,14065.86,4612016.7,NULL
11/17/2017,ETH/USDT,331.49,334.6,323.84,331.23,18033.21,5951281.48,NULL
11/18/2017,ETH/USDT,331.23,349.9,326.01,346.66,14227.06,4735608.57,NULL
11/19/2017,ETH/USDT,346.66,373.56,343.07,354.15,19280.47,6853939.68,NULL
11/20/2017,ETH/USDT,354.15,372.5,353.9,367.42,18060.1,6522412.41,NULL
11/21/2017,ETH/USDT,367.42,375.5,350.02,362.12,25815.42,9403802.37,NULL
11/22/2017,ETH/USDT,362.12,384.84,359,380.65,17927.22,6582637.83,NULL
11/23/2017,ETH/USDT,380.65,425,370.02,405,25137.24,9979407.1,NULL
11/24/2017,ETH/USDT,405,475,392.8,469,29973.4,12904066.22,NULL
11/25/2017,ETH/USDT,469,484.47,450,461.82,21143.58,9825209.52,NULL
11/26/2017,ETH/USDT,461.82,465,436.14,462.84,21559.21,9794537.68,NULL
11/27/2017,ETH/USDT,462.84,486.94,453,472.31,23533.56,11092308.97,NULL
11/28/2017,ETH/USDT,472.31,477.5,453.5,466.17,23650.24,11077396.79,NULL
11/29/2017,ETH/USDT,466.17,515,385,421.7,50344.11,23217199.77,NULL
11/30/2017,ETH/USDT,421.7,460,387.01,427.43,44559.85,18862295.63,NULL
12/1/2017,ETH/USDT,427.43,465.97,413.74,457.51,32723.55,14317733.79,NULL
12/2/2017,ETH/USDT,457.51,471.91,445,457.63,25506.76,11749838.63,NULL
12/3/2017,ETH/USDT,457.63,485.9,440.11,460.3,24259.95,11328969.12,NULL
12/4/2017,ETH/USDT,460.3,470.98,445,466.67,22821.77,10495993.46,NULL
12/5/2017,ETH/USDT,466.67,468.67,445.21,452.26,25124.57,11542893.64,NULL
12/6/2017,ETH/USDT,452.26,455.1,400,411.01,37604.29,16319473.42,NULL
12/7/2017,ETH/USDT,411.01,427.61,375.01,406.33,40363.47,16448315.18,NULL
12/8/2017,ETH/USDT,406.33,456.78,390,442.56,40380.88,17138384.6,NULL
12/9/2017,ETH/USDT,442.56,488,426.4,460,41096.91,18959683.2,NULL
12/10/2017,ETH/USDT,460,460.05,403.2,427.35,34191.63,14810733.68,NULL
12/11/2017,ETH/USDT,427.35,512,427.35,508.7,29217.01,13524545.46,NULL
12/12/2017,ETH/USDT,508.7,639.27,494.89,620,57688.7,32272500.99,NULL
12/13/2017,ETH/USDT,620,705.69,539.93,683.99,56293.24,35464491.73,NULL
12/14/2017,ETH/USDT,683.99,747.6,630.5,679.76,57181.08,39405168.61,NULL
12/15/2017,ETH/USDT,679.76,689,594.6,674.95,38846.45,25295708.27,NULL
12/16/2017,ETH/USDT,674.95,712,669.22,682.81,26513.5,18224734.51,NULL
12/17/2017,ETH/USDT,682.81,728,680.33,707.64,31020.47,21975505.95,NULL
12/18/2017 0:00,ETH/USDT,707.62,798.88,638,784,45673.70777,32799947.57,40460
12/18/2017,ETH/USDT,707.64,798.88,638,784,44690.73,32105763.14,NULL
12/19/2017 0:00,ETH/USDT,784,864.9,729.01,798,69423.62125,55123972.02,57020
12/20/2017 0:00,ETH/USDT,798,828,661,790.21,72526.28416,55604509.75,58344
12/21/2017 0:00,ETH/USDT,794.62,845.99,705.98,782.41,78222.53998,62052521.65,57627
12/22/2017 0:00,ETH/USDT,784,796,504.99,635.97,154630.4948,98661808.48,113138
12/23/2017 0:00,ETH/USDT,635.15,714.99,627.97,640.34,79001.05634,53738833.88,79260
12/24/2017 0:00,ETH/USDT,640.33,667.64,563.49,658,95431.94156,59101715.15,108808
12/25/2017 0:00,ETH/USDT,659.4,744,599.99,714.95,78544.84102,55108579.68,86060
12/26/2017 0:00,ETH/USDT,713.12,750,712.56,750,60052.47905,44216631.9,78690
12/27/2017 0:00,ETH/USDT,750,766.05,693.18,739.89,51339.2782,38102246.99,72364
12/28/2017 0:00,ETH/USDT,739.89,744.93,645.88,707.89,72679.61288,50030889.11,94413
12/29/2017 0:00,ETH/USDT,709.5,757.87,703,733.99,64028.12647,46838775.82,89024
12/30/2017 0:00,ETH/USDT,732.9,735,635.82,681.06,89879.99994,61752153.66,123765
12/31/2017 0:00,ETH/USDT,680.01,740,672.86,733.98,62628.24458,44570894.8,92610
1/1/2018 0:00,ETH/USDT,733.01,763.55,716.8,754.99,53909.25885,40049370.59,75314
1/2/2018 0:00,ETH/USDT,754.99,899.5,749.06,855.28,113257.7836,95749946.06,142511
1/3/2018 0:00,ETH/USDT,855.13,950.01,810,934.03,89041.45688,78173093.71,118866
1/4/2018 0:00,ETH/USDT,934.03,1009.72,890.01,940,102894.4738,97740086.59,132633
1/5/2018 0:00,ETH/USDT,940,1045,930,959.3,97374.0163,95739901.48,124438
1/6/2018 0:00,ETH/USDT,958,1017.56,950,1004.11,71954.27895,71196052.34,91685
1/7/2018 0:00,ETH/USDT,1003.71,1125,999.9,1123.09,65278.81957,70126945.17,89192
1/8/2018 0:00,ETH/USDT,1123.09,1239.18,910,1133.18,158831.548,176599793.2,171664
1/9/2018 0:00,ETH/USDT,1133.18,1326.5,1104.85,1291,118702.8868,143246762.1,152628
1/10/2018 0:00,ETH/USDT,1291,1440,1201.1,1247,160185.0129,210902815.5,191352
1/11/2018 0:00,ETH/USDT,1249.03,1332.49,1021,1138.93,194546.2939,230792205.9,210914
1/12/2018 0:00,ETH/USDT,1136.45,1288.5,1069.01,1253.87,93763.47261,113367281.8,117851
1/13/2018 0:00,ETH/USDT,1253.87,1427.01,1252,1388.02,75893.43201,101824625.3,115872
1/14/2018 0:00,ETH/USDT,1388.1,1391.89,1220.89,1347,98391.19585,128517479.7,124920
1/15/2018 0:00,ETH/USDT,1347.99,1383.13,1258.12,1271,69236.70476,90732886.24,105410
1/16/2018 0:00,ETH/USDT,1268.67,1275.01,780,1000,343889.3651,355819297.5,304696
1/17/2018 0:00,ETH/USDT,999.99,1075.51,755,1000,436333.6733,398063123.7,391331
1/18/2018 0:00,ETH/USDT,1000,1075.2,924.21,994,294545.7121,296964713.7,278162
1/19/2018 0:00,ETH/USDT,993.3,1079,941,1032.5,167954.1125,171217738.3,171662
1/20/2018 0:00,ETH/USDT,1032.5,1165.4,1031,1152.75,123352.5836,137333158.1,139129
1/21/2018 0:00,ETH/USDT,1150.37,1152.69,998,1049,175031.0079,186353755.6,189013
1/22/2018 0:00,ETH/USDT,1049,1090.15,908,993,185212.52,185276703.4,200594
1/23/2018 0:00,ETH/USDT,993,1030,909,980,160159.6396,156053774.3,188114
1/24/2018 0:00,ETH/USDT,981.2,1074,953.09,1061,134257.7947,135793371.3,164024
1/25/2018 0:00,ETH/USDT,1060.34,1115,1030.26,1056.52,119415.935,127855243.2,140455
1/26/2018 0:00,ETH/USDT,1055.29,1082,986,1051.03,145113.638,150237011.3,168271
1/27/2018 0:00,ETH/USDT,1051.03,1127.99,1032.2,1118.99,96894.33839,105043056.4,130125
1/28/2018 0:00,ETH/USDT,1118.99,1277,1112,1251.96,143510.7359,173283524.9,191653
1/29/2018 0:00,ETH/USDT,1251.96,1258.89,1161.65,1177.01,105292.7681,126282956.2,172601
1/30/2018 0:00,ETH/USDT,1177.01,1186.85,1051,1085.5,155278.554,173857602.8,257484
1/31/2018 0:00,ETH/USDT,1084.63,1135,1029,1124.81,100372.0378,109226169.4,191394
2/1/2018 0:00,ETH/USDT,1125.96,1164.99,981,1041.94,203355.2905,220810878.7,343466
2/2/2018 0:00,ETH/USDT,1041.89,1047.2,783.67,922.3,377375.2287,348077470.8,501434
2/3/2018 0:00,ETH/USDT,923.67,998,851,971,160037.8813,150132852.2,277958
2/4/2018 0:00,ETH/USDT,971,975,789,823.56,186446.0316,163419119,291397
2/5/2018 0:00,ETH/USDT,821.6,862.47,634.94,697.92,365516.529,270801309.7,430516
2/6/2018 0:00,ETH/USDT,697.93,798,570.1,779.25,648944.4204,435291131,685832
2/7/2018 0:00,ETH/USDT,779.99,849,714.18,754,356403.4441,282259408.7,394597
2/8/2018 0:00,ETH/USDT,753.19,786.93,751,781.66,10516.2619,8110366.548,8507
2/9/2018 0:00,ETH/USDT,781.66,882.2,781.66,877,95447.67289,81316368.02,196544
2/10/2018 0:00,ETH/USDT,876.3,911.2,800,851.15,214818.0677,184921265,342039
2/11/2018 0:00,ETH/USDT,851.15,857,768.28,808.99,189323.408,154647315,318895
2/12/2018 0:00,ETH/USDT,808.58,877.56,807.46,866.66,143586.9312,122610007.9,300970
2/13/2018 0:00,ETH/USDT,866.39,871,820,841.57,110305.9354,92966057.38,234604
2/14/2018 0:00,ETH/USDT,841.57,924.99,841.3,919.09,150342.8556,133514830.9,297425
2/15/2018 0:00,ETH/USDT,919.09,946.66,895.59,924.55,155637.7852,143817533.1,308893
2/16/2018 0:00,ETH/USDT,924.55,948.48,901.36,938.67,115540.1635,107292023.6,247188
2/17/2018 0:00,ETH/USDT,938.6,974,933.48,969.99,110091.0362,105637458.5,224139
2/18/2018 0:00,ETH/USDT,969.99,978.5,897,911,160129.7952,149501060.9,287445
2/19/2018 0:00,ETH/USDT,911,956.22,906.04,938.11,80099.49534,75083849.38,188985
2/20/2018 0:00,ETH/USDT,939.17,961,873,882.99,120056.675,111258170,225795
2/21/2018 0:00,ETH/USDT,882.99,908.88,812.87,835.89,176200.5515,151739403,324214
2/22/2018 0:00,ETH/USDT,836.35,871.96,786.6,801.49,137561.8511,112939926.7,265430
2/23/2018 0:00,ETH/USDT,801.47,885,785.99,851.6,154507.4134,130147658,283445
2/24/2018 0:00,ETH/USDT,851.59,875,805,833.94,89311.5794,75082869.27,180745
2/25/2018 0:00,ETH/USDT,833.92,849.5,813.18,841.19,59431.26474,49520472.19,134040
2/26/2018 0:00,ETH/USDT,841.46,882,833,867.98,74911.4656,64498089.2,135463
2/27/2018 0:00,ETH/USDT,867.98,897.49,860.69,870.11,63487.68425,55793476.98,113151
2/28/2018 0:00,ETH/USDT,871.84,891,850.3,853.5,53620.45209,46744924.42,102553
3/1/2018 0:00,ETH/USDT,853.5,879.96,848.65,870.63,43785.00503,37976139.75,89476
3/2/2018 0:00,ETH/USDT,870.63,876.22,850,856.28,39436.26006,34068626.38,77178
3/3/2018 0:00,ETH/USDT,856.27,870.78,852.3,856.02,34170.2942,29487108.37,65375
3/4/2018 0:00,ETH/USDT,856.51,868,836.24,866.66,29735.01829,25364732.86,64562
3/5/2018 0:00,ETH/USDT,866.61,871.75,847.2,849.84,30567.79813,26391332.15,61568
3/6/2018 0:00,ETH/USDT,849.81,853.18,803.01,813.11,48658.06883,40340972.83,90220
3/7/2018 0:00,ETH/USDT,813.31,826.2,718.4,749.9,109013.2838,83030975.9,157657
3/8/2018 0:00,ETH/USDT,749.02,772.07,684,695.46,76312.77819,55751521.78,124325
3/9/2018 0:00,ETH/USDT,695.48,727.92,640,723.71,116545.373,79262060.75,174238
3/10/2018 0:00,ETH/USDT,723.65,745,673.06,680.58,63012.67972,45345997.5,98429
3/11/2018 0:00,ETH/USDT,680.58,735,659.15,720.85,73967.35869,51773437.87,108011
3/12/2018 0:00,ETH/USDT,721,740.5,676.31,697.11,67732.85988,48042091.35,107566
3/13/2018 0:00,ETH/USDT,696.52,713.76,680,689.94,55735.18315,38651705.85,110481
3/14/2018 0:00,ETH/USDT,690.16,703.54,585,610.1,89904.25415,57785217.49,139296
3/15/2018 0:00,ETH/USDT,610.1,621.12,570,608.83,94426.72453,56487242.01,139923
3/16/2018 0:00,ETH/USDT,608.83,625.3,584.15,599.05,64720.20994,39356556.47,84631
3/17/2018 0:00,ETH/USDT,599.03,609.26,544,546.95,68022.4592,39167671.25,85603
3/18/2018 0:00,ETH/USDT,547.98,560,450,537,248817.226,125170992.1,273110
3/19/2018 0:00,ETH/USDT,537.39,560,515.8,556.88,184798.7706,99812549.64,190236
3/20/2018 0:00,ETH/USDT,556.88,567.87,515,557,135426.9155,73696454.56,141920
3/21/2018 0:00,ETH/USDT,557,590.52,545.11,559.17,117019.1732,66572210.67,139151
3/22/2018 0:00,ETH/USDT,559.15,578.6,516,539.92,111106.1992,60459505.61,123941
3/23/2018 0:00,ETH/USDT,539.78,544.72,506.71,543.03,106416.0675,55542669.04,122067
3/24/2018 0:00,ETH/USDT,543.2,545.99,518.63,520.22,87710.78945,46963103.45,104841
3/25/2018 0:00,ETH/USDT,521.17,536,512,523.74,71903.1713,37482165.18,90242
3/26/2018 0:00,ETH/USDT,523.95,527.67,465.56,485,151084.2369,74104022.13,144216
3/27/2018 0:00,ETH/USDT,485,491.55,446,448.5,138188.7604,63816245.43,139179
3/28/2018 0:00,ETH/USDT,448.5,466,440.14,446.67,89895.47885,40547475.95,90706
3/29/2018 0:00,ETH/USDT,446.07,449.43,380,384,225341.9432,91719449.93,176576
3/30/2018 0:00,ETH/USDT,383.87,412.04,366,392.43,292254.7944,112316125.3,232555
3/31/2018 0:00,ETH/USDT,392.4,419.4,388.52,393.92,167833.594,67461541.59,134396
4/1/2018 0:00,ETH/USDT,393.93,399.91,356.9,378.58,150493.9942,56620178.35,119329
4/2/2018 0:00,ETH/USDT,378.58,394.87,375,385.05,113242.1419,43596858.5,95810
4/3/2018 0:00,ETH/USDT,385,419.08,380.13,415.01,137897.5557,55385110.15,118778
4/4/2018 0:00,ETH/USDT,415,416.5,370,378.16,140598.3967,54594624.76,132792
4/5/2018 0:00,ETH/USDT,378.15,387.03,365.61,381.22,120314.0588,45411126.9,103370
4/6/2018 0:00,ETH/USDT,381.56,385.91,362.54,368.89,74458.69141,27645272.52,69396
4/7/2018 0:00,ETH/USDT,368.89,394.75,368.28,384.51,71463.42848,27442723.66,65341
4/8/2018 0:00,ETH/USDT,384.51,404.05,384,400.4,57395.52936,22720923.55,61290
4/9/2018 0:00,ETH/USDT,400.4,431.99,387.1,399.44,151653.5041,61605245.87,122647
4/10/2018 0:00,ETH/USDT,399.25,418.68,391.4,416.07,81394.29605,32805764.1,73634
4/11/2018 0:00,ETH/USDT,415.53,433.54,410.38,429.52,86706.68627,36371404.23,76885
4/12/2018 0:00,ETH/USDT,429.9,499,412.88,495.67,249766.3832,113968625.3,202769
4/13/2018 0:00,ETH/USDT,494.3,530,480.22,495.11,251752.0878,127274585,206506
4/14/2018 0:00,ETH/USDT,494.69,515,485.58,502.68,121283.3338,60727364.27,98631
4/15/2018 0:00,ETH/USDT,502.68,535,502.51,533.88,108739.154,56506254.97,93171
4/16/2018 0:00,ETH/USDT,533.88,538,497.31,511.46,130359.5255,66652300.81,103147
4/17/2018 0:00,ETH/USDT,512.09,521.2,500.02,502.56,96541.96382,49273622.85,91563
4/18/2018 0:00,ETH/USDT,502.56,526.99,501.12,526.09,73161.95251,37673780.84,68912
4/19/2018 0:00,ETH/USDT,526.49,571.61,521.03,568.14,112235.7733,61044208.32,100508
4/20/2018 0:00,ETH/USDT,568.14,622.17,556.5,617.09,160209.0395,93907683.48,153184
4/21/2018 0:00,ETH/USDT,616.8,624.5,570.23,604.87,159364.9535,95664939.94,159407
4/22/2018 0:00,ETH/USDT,604.87,643.49,589,620.92,120127.3728,74788729.85,122258
4/23/2018 0:00,ETH/USDT,620.67,649.11,618.02,645.09,77475.70793,49473079.44,88353
4/24/2018 0:00,ETH/USDT,644.58,712.99,643.76,701.58,171437.6697,118180314.7,159888
4/25/2018 0:00,ETH/USDT,701.16,703.3,593.83,618,341439.5043,218497368.2,309129
4/26/2018 0:00,ETH/USDT,617.73,666.19,600,661.51,155754.0082,98084636.58,150017
4/27/2018 0:00,ETH/USDT,661.51,686.82,635.73,643.46,134803.4839,89621495.42,132051
4/28/2018 0:00,ETH/USDT,643.41,694.9,638.76,682.86,113128.3634,76596615.43,114761
4/29/2018 0:00,ETH/USDT,683.5,700.49,665.28,690.85,110020.2387,75235079.3,121177
4/30/2018 0:00,ETH/USDT,690.85,695.3,662.2,670.78,112494.9172,76654028.98,109155
5/1/2018 0:00,ETH/USDT,670.78,675.6,627.58,672,133123.6668,87065924.85,120421
5/2/2018 0:00,ETH/USDT,671.99,691.99,663,688.56,86185.5033,58547697.51,97534
5/3/2018 0:00,ETH/USDT,688.55,792.08,685.39,779,229419.209,169982888.3,210459
5/4/2018 0:00,ETH/USDT,779,810,756.91,785.99,179924.4022,141283262.9,161690
5/5/2018 0:00,ETH/USDT,785.8,832.66,781.56,819.5,128631.1876,104594301.6,121136
5/6/2018 0:00,ETH/USDT,819.5,839.99,752.49,794.3,166871.16,132187629.5,154829
5/7/2018 0:00,ETH/USDT,794.3,799.14,701,752.49,284237.0633,210066185.3,232411
5/8/2018 0:00,ETH/USDT,753,777,720.02,748.99,135106.1962,101156197.3,126971
5/9/2018 0:00,ETH/USDT,748.99,760.74,710.26,751.75,112353.3776,82933836.45,104593
5/10/2018 0:00,ETH/USDT,752.4,769.88,720,722.52,102019.2993,76658823.46,99850
5/11/2018 0:00,ETH/USDT,722.52,737.23,663,676.96,216953.5499,150336847.8,192008
5/12/2018 0:00,ETH/USDT,676.96,690.2,633.2,684.11,166801.0749,111101666.3,159177
5/13/2018 0:00,ETH/USDT,684.56,742,666.31,729.08,136022.3921,96516164.98,116733
5/14/2018 0:00,ETH/USDT,729.08,743.9,686,727.49,183466.9224,131397089.1,152787
5/15/2018 0:00,ETH/USDT,727.49,740,695,704.91,127191.2186,91869541.84,115906
5/16/2018 0:00,ETH/USDT,704.91,712.84,673.52,706.29,118902.469,82315246.51,121956
5/17/2018 0:00,ETH/USDT,706.8,719.25,662,667.62,106723.3838,74320001.25,109610
5/18/2018 0:00,ETH/USDT,667.62,694.9,656,692.6,106541.6631,72118376.52,114419
5/19/2018 0:00,ETH/USDT,693.26,717.8,682.31,697,88828.85641,62026599.81,99860
5/20/2018 0:00,ETH/USDT,697,729.88,688.4,716.16,86004.7409,61227466.29,91685
5/21/2018 0:00,ETH/USDT,716.16,720.46,688,696.7,96085.15451,67799023.55,89438
5/22/2018 0:00,ETH/USDT,697.1,699.6,637.32,640.99,107059.5769,72112726.84,110915
5/23/2018 0:00,ETH/USDT,640.86,669,560,577.19,257099.771,155638543.8,203100
5/24/2018 0:00,ETH/USDT,577.19,612.1,550,602.18,195854.625,114324332.3,159755
5/25/2018 0:00,ETH/USDT,602.08,617.46,568.7,585.55,118076.2627,70118224.93,115243
5/26/2018 0:00,ETH/USDT,585.56,607.62,578.32,586,77654.12532,46205282.69,76446
5/27/2018 0:00,ETH/USDT,586.03,592,557.43,570.4,97097.26713,55737244.52,90855
5/28/2018 0:00,ETH/USDT,570.81,576.2,506.11,511.5,153197.8328,81950608.39,136137
5/29/2018 0:00,ETH/USDT,511.5,573.43,510,567.36,189082.8379,103113233.7,128067
5/30/2018 0:00,ETH/USDT,567.09,585.83,541.2,557.19,122132.2701,68698935.18,94311
5/31/2018 0:00,ETH/USDT,557.87,586.73,552.98,577.81,100101.5228,57312700.87,88463
6/1/2018 0:00,ETH/USDT,577.81,590.26,564.93,579,83840.84162,48334174.76,85475
6/2/2018 0:00,ETH/USDT,579,599.17,572.9,590.85,80258.14719,47346968.13,81067
6/3/2018 0:00,ETH/USDT,590.85,628.81,590.1,619.66,84123.33235,51660963.91,83803
6/4/2018 0:00,ETH/USDT,619.66,625.47,580.15,591.02,96339.44507,57791317.73,86009
6/5/2018 0:00,ETH/USDT,591.02,614,570.36,609.05,89053.74351,52918830.21,86957
6/6/2018 0:00,ETH/USDT,609.29,613.35,593.4,607.4,70152.92117,42406036.34,71275
6/7/2018 0:00,ETH/USDT,606.68,618,598.24,605.16,60174.1888,36622061.4,61247
6/8/2018 0:00,ETH/USDT,605.2,608.45,593.33,598.68,49228.00755,29570758.38,49881
6/9/2018 0:00,ETH/USDT,599.29,608.97,591,592.87,38908.0653,23425391.98,40208
