Name,Code,Date,Open,Adj Close,High,Low,Volume,First,Last
Iran Khodro-a,IKCO,20010624,67,67.08,67,67,580158,67.08,67.08
Iran Khodro-a,IKCO,20010625,67,67.08,67,67,488441,67.08,67.08
Iran Khodro-a,IKCO,20010626,67,66.74,67,67,2633144,67.06,66.74
Iran Khodro-a,IKCO,20010627,67,66.51,67,66,627807,66.74,66.51
Iran Khodro-a,IKCO,20010630,67,66.25,67,66,726317,66.51,66.25
Iran Khodro-a,IKCO,20010701,66,66.32,66,66,1012598,66.23,66.32
Iran Khodro-a,IKCO,20010702,66,65.76,66,66,630221,66.06,65.76
Iran Khodro-a,IKCO,20010703,66,65.22,66,65,1082782,65.70,65.22
Iran Khodro-a,IKCO,20010704,65,65.19,65,65,943588,65.19,65.19
Iran Khodro-a,IKCO,20010707,65,64.81,65,65,873633,64.92,64.81
Iran Khodro-a,IKCO,20010708,65,65.38,65,65,873256,64.81,65.38
Iran Khodro-a,IKCO,20010709,65,66.53,67,65,1121110,65.36,66.53
Iran Khodro-a,IKCO,20010710,67,66.51,67,66,1488212,66.99,66.51
Iran Khodro-a,IKCO,20010711,67,66.68,67,66,1030379,66.51,66.68
Iran Khodro-a,IKCO,20010714,67,66.51,67,66,1612780,66.82,66.51
Iran Khodro-a,IKCO,20010715,67,66.30,67,66,5837457,66.51,66.30
Iran Khodro-a,IKCO,20010716,66,66.91,67,66,4178513,66.25,66.91
Iran Khodro-a,IKCO,20010814,67,62.44,65,62,1045135,64.81,62.44
Iran Khodro-a,IKCO,20010815,62,63.29,64,62,1522950,62.48,63.29
Iran Khodro-a,IKCO,20010818,63,64.43,64,63,2020509,63.77,64.43
Iran Khodro-a,IKCO,20010819,64,63.86,64,64,1008851,64.24,63.86
Iran Khodro-a,IKCO,20010820,64,61.62,63,62,632935,63.48,61.62
Iran Khodro-a,IKCO,20010821,62,61.40,62,60,691479,61.61,61.40
Iran Khodro-a,IKCO,20010822,61,61.21,62,60,556096,61.40,61.21
Iran Khodro-a,IKCO,20010825,61,61.15,63,61,444376,61.21,61.15
Iran Khodro-a,IKCO,20010826,61,60.47,61,60,380933,61.02,60.47
Iran Khodro-a,IKCO,20010827,60,58.80,60,59,458272,60.47,58.80
Iran Khodro-a,IKCO,20010828,59,59.71,60,59,530458,58.93,59.71
Iran Khodro-a,IKCO,20010829,60,59.50,60,59,542600,59.69,59.50
Iran Khodro-a,IKCO,20010901,60,58.48,60,58,376749,59.22,58.48
Iran Khodro-a,IKCO,20010902,58,57.80,59,57,386757,58.25,57.80
Iran Khodro-a,IKCO,20010903,58,56.85,58,57,726518,57.61,56.85
Iran Khodro-a,IKCO,20010904,57,57.80,58,56,493069,56.85,57.80
Iran Khodro-a,IKCO,20010905,58,58.74,59,58,532611,58.73,58.74
Iran Khodro-a,IKCO,20010908,59,60.07,60,59,457882,59.48,60.07
Iran Khodro-a,IKCO,20010909,60,60.64,61,60,551484,60.64,60.64
Iran Khodro-a,IKCO,20010910,61,58.93,61,59,190500,60.60,58.93
Iran Khodro-a,IKCO,20010911,59,58.93,60,58,268651,58.93,58.93
Iran Khodro-a,IKCO,20010912,59,58.74,59,57,678947,58.74,58.74
Iran Khodro-a,IKCO,20010915,59,57.51,58,57,696351,57.99,57.51
Iran Khodro-a,IKCO,20010916,58,56.81,57,56,820593,56.85,56.81
Iran Khodro-a,IKCO,20010917,57,54.90,57,54,2041756,55.90,54.90
Iran Khodro-a,IKCO,20010918,55,55.03,55,53,920719,54.21,55.03
Iran Khodro-a,IKCO,20010919,55,57.78,58,55,1475872,56.77,57.78
Iran Khodro-a,IKCO,20010922,58,59.92,60,58,1288852,57.78,59.92
Iran Khodro-a,IKCO,20010923,60,59.67,61,59,757019,59.98,59.67
Iran Khodro-a,IKCO,20010924,60,58.40,60,58,363674,59.60,58.40
Iran Khodro-a,IKCO,20010925,58,58.04,59,57,446425,57.80,58.04
Iran Khodro-a,IKCO,20010926,58,58.16,58,57,810289,57.99,58.16
Iran Khodro-a,IKCO,20010929,58,56.94,58,57,516618,57.99,56.94
Iran Khodro-a,IKCO,20010930,57,58.18,58,57,696590,56.98,58.18
Iran Khodro-a,IKCO,20011002,58,57.99,59,58,455326,58.74,57.99
Iran Khodro-a,IKCO,20011003,58,57.80,58,57,801803,57.64,57.80
Iran Khodro-a,IKCO,20011006,58,57.80,58,58,840036,57.80,57.80
Iran Khodro-a,IKCO,20011007,58,57.72,58,57,534078,57.76,57.72
Iran Khodro-a,IKCO,20011008,58,57.02,57,57,593457,57.42,57.02
Iran Khodro-a,IKCO,20011009,57,55.90,57,56,452746,56.75,55.90
Iran Khodro-a,IKCO,20011010,56,54.92,56,54,729946,54.95,54.92
Iran Khodro-a,IKCO,20011013,55,55.83,57,55,601958,54.82,55.83
Iran Khodro-a,IKCO,20011014,56,56.77,57,56,727266,55.90,56.77
Iran Khodro-a,IKCO,20011016,57,57.61,58,57,613438,56.85,57.61
Iran Khodro-a,IKCO,20011017,58,57.99,59,58,756840,58.36,57.99
Iran Khodro-a,IKCO,20011020,58,58.90,59,58,908566,57.80,58.90
Iran Khodro-a,IKCO,20011021,59,59.65,60,59,573919,59.69,59.65
Iran Khodro-a,IKCO,20011022,60,60.43,61,60,841192,59.67,60.43
Iran Khodro-a,IKCO,20011023,60,59.96,61,60,1868957,60.64,59.96
Iran Khodro-a,IKCO,20011024,60,59.67,60,59,363301,59.94,59.67
Iran Khodro-a,IKCO,20011027,60,58.74,60,59,462358,59.50,58.74
Iran Khodro-a,IKCO,20011028,59,58.18,59,58,386915,58.36,58.18
Iran Khodro-a,IKCO,20011029,58,58.74,59,58,380856,57.99,58.74
Iran Khodro-a,IKCO,20011030,59,58.57,59,58,305326,58.74,58.57
Iran Khodro-a,IKCO,20011031,59,59.69,60,59,498444,58.55,59.69
Iran Khodro-a,IKCO,20011103,60,59.69,60,60,429170,60.17,59.69
Iran Khodro-a,IKCO,20011104,60,59.69,60,60,456071,59.69,59.69
Iran Khodro-a,IKCO,20011105,60,59.81,60,60,617955,59.69,59.81
Iran Khodro-a,IKCO,20011106,60,59.88,60,60,456083,59.98,59.88
Iran Khodro-a,IKCO,20011107,60,59.69,60,59,487912,59.84,59.69
Iran Khodro-a,IKCO,20011110,60,58.74,60,59,278205,59.71,58.74
Iran Khodro-a,IKCO,20011111,59,58.33,59,58,449039,58.74,58.33
Iran Khodro-a,IKCO,20011112,58,58.16,58,58,421452,58.21,58.16
Iran Khodro-a,IKCO,20011113,58,58.46,58,58,245754,58.18,58.46
Iran Khodro-a,IKCO,20011114,58,58.74,59,59,315737,58.55,58.74
Iran Khodro-a,IKCO,20011117,59,58.36,59,58,262403,58.93,58.36
Iran Khodro-a,IKCO,20011118,58,58.36,58,58,277471,58.21,58.36
Iran Khodro-a,IKCO,20011119,58,58.36,59,58,422986,58.36,58.36
Iran Khodro-a,IKCO,20011120,58,58.33,58,58,241997,58.25,58.33
Iran Khodro-a,IKCO,20011121,58,58.38,58,58,1090923,58.23,58.38
Iran Khodro-a,IKCO,20011124,58,59.31,60,58,658566,58.42,59.31
Iran Khodro-a,IKCO,20011125,59,59.33,60,59,920308,59.31,59.33
Iran Khodro-a,IKCO,20011126,59,59.31,60,59,444696,59.48,59.31
Iran Khodro-a,IKCO,20011127,59,58.55,59,39,1095926,58.97,58.55
Iran Khodro-a,IKCO,20011128,59,58.76,59,58,874098,58.57,58.76
Iran Khodro-a,IKCO,20011201,59,58.97,59,59,766443,58.78,58.97
Iran Khodro-a,IKCO,20011202,59,59.69,60,59,628847,59.12,59.69
Iran Khodro-a,IKCO,20011203,60,59.79,60,60,866551,59.69,59.79
Iran Khodro-a,IKCO,20011204,60,59.81,60,60,894922,59.79,59.81
Iran Khodro-a,IKCO,20011205,60,59.84,60,60,633147,59.69,59.84
Iran Khodro-a,IKCO,20011208,60,59.60,60,60,425423,59.84,59.60
Iran Khodro-a,IKCO,20011209,60,59.09,60,59,362104,59.58,59.09
Iran Khodro-a,IKCO,20011210,59,59.31,60,59,464572,58.93,59.31
Iran Khodro-a,IKCO,20011211,59,59.20,60,59,497744,59.45,59.20
Iran Khodro-a,IKCO,20011212,59,59.33,59,59,412146,59.22,59.33
Iran Khodro-a,IKCO,20011215,59,60.07,60,59,744561,59.33,60.07
Iran Khodro-a,IKCO,20011217,60,61.89,62,60,1123508,60.07,61.89
Iran Khodro-a,IKCO,20011218,62,62.51,63,62,1239887,62.12,62.51
Iran Khodro-a,IKCO,20011219,63,62.53,63,61,1468103,62.34,62.53
Iran Khodro-a,IKCO,20011222,63,62.15,62,62,577195,62.34,62.15
Iran Khodro-a,IKCO,20011223,62,61.78,62,62,450145,61.95,61.78
Iran Khodro-a,IKCO,20011224,62,62.15,62,62,608881,61.59,62.15
Iran Khodro-a,IKCO,20011225,62,63.37,63,62,739509,62.19,63.37
Iran Khodro-a,IKCO,20011226,63,64.22,64,63,1191404,63.48,64.22
Iran Khodro-a,IKCO,20011229,64,66.32,66,64,1715314,64.43,66.32
Iran Khodro-a,IKCO,20011230,66,65.38,68,65,2012889,67.65,65.38
Iran Khodro-a,IKCO,20011231,65,64.81,66,63,1606486,64.81,64.81
Iran Khodro-a,IKCO,20020121,65,54.25,55,53,1222890,54.95,54.25
Iran Khodro-a,IKCO,20020122,54,55.92,56,54,1662734,54.73,55.92
Iran Khodro-a,IKCO,20020123,56,56.85,57,56,2374883,55.96,56.85
Iran Khodro-a,IKCO,20020126,57,56.62,57,56,1313520,56.85,56.62
Iran Khodro-a,IKCO,20020127,57,54.95,56,55,764984,56.28,54.95
Iran Khodro-a,IKCO,20020128,55,54.95,55,54,734974,54.78,54.95
Iran Khodro-a,IKCO,20020129,55,54.95,55,55,733603,54.95,54.95
Iran Khodro-a,IKCO,20020130,55,54.99,55,55,1533135,54.94,54.99
Iran Khodro-a,IKCO,20020202,55,54.67,55,55,1223110,55.01,54.67
Iran Khodro-a,IKCO,20020203,55,54.67,55,54,536018,54.63,54.67
Iran Khodro-a,IKCO,20020204,55,54.58,55,54,750397,54.67,54.58
Iran Khodro-a,IKCO,20020205,55,54.76,55,54,675222,54.56,54.76
Iran Khodro-a,IKCO,20020206,55,54.76,55,55,900459,54.75,54.76
Iran Khodro-a,IKCO,20020209,55,54.95,55,55,3996809,54.80,54.95
Iran Khodro-a,IKCO,20020210,55,54.95,55,55,646228,54.82,54.95
Iran Khodro-a,IKCO,20020212,55,54.76,55,54,626989,54.92,54.76
Iran Khodro-a,IKCO,20020213,55,54.31,55,54,373525,54.39,54.31
Iran Khodro-a,IKCO,20020216,54,54.40,55,54,9103613,54.39,54.40
Iran Khodro-a,IKCO,20020217,54,54.39,55,54,441484,54.40,54.39
Iran Khodro-a,IKCO,20020218,54,54.50,55,54,840396,54.29,54.50
Iran Khodro-a,IKCO,20020219,54,54.95,55,54,2172163,54.48,54.95
Iran Khodro-a,IKCO,20020220,55,54.95,55,55,833536,54.95,54.95
Iran Khodro-a,IKCO,20020224,55,54.92,55,55,522062,54.95,54.92
Iran Khodro-a,IKCO,20020225,55,54.94,55,55,770129,54.92,54.94
Iran Khodro-a,IKCO,20020226,55,55.16,55,55,796696,54.88,55.16
Iran Khodro-a,IKCO,20020227,55,55.35,56,55,571297,55.22,55.35
Iran Khodro-a,IKCO,20020302,55,55.14,55,55,620689,55.31,55.14
Iran Khodro-a,IKCO,20020304,55,55.47,56,55,555390,55.14,55.47
Iran Khodro-a,IKCO,20020305,55,56.28,56,55,534793,55.45,56.28
Iran Khodro-a,IKCO,20020306,56,56.79,57,56,2083575,56.30,56.79
Iran Khodro-a,IKCO,20020309,57,57.19,57,57,758677,56.77,57.19
Iran Khodro-a,IKCO,20020310,57,57.89,58,57,1710381,57.19,57.89
Iran Khodro-a,IKCO,20020311,58,58.71,59,58,982140,58.00,58.71
Iran Khodro-a,IKCO,20020312,59,59.24,60,59,1503166,58.80,59.24
Iran Khodro-a,IKCO,20020313,59,59.12,59,59,2677654,59.24,59.12
Iran Khodro-a,IKCO,20020316,59,59.10,59,59,432265,59.12,59.10
Iran Khodro-a,IKCO,20020317,59,58.38,59,58,285183,59.07,58.38
Iran Khodro-a,IKCO,20020318,58,57.04,58,57,573742,58.25,57.04
Iran Khodro-a,IKCO,20020319,57,57.78,58,57,344096,57.15,57.78
Iran Khodro-a,IKCO,20020326,58,57.72,59,58,207413,57.99,57.72
Iran Khodro-a,IKCO,20020327,58,57.74,59,58,101886,57.74,57.74
Iran Khodro-a,IKCO,20020330,58,57.74,58,57,276633,57.63,57.74
Iran Khodro-a,IKCO,20020331,58,56.85,58,57,683672,57.78,56.85
Iran Khodro-a,IKCO,20020403,57,56.75,57,57,741307,57.02,56.75
Iran Khodro-a,IKCO,20020406,57,56.47,57,56,585277,56.75,56.47
Iran Khodro-a,IKCO,20020407,56,56.47,56,56,877444,56.28,56.47
Iran Khodro-a,IKCO,20020408,56,58.08,58,56,579582,56.47,58.08
Iran Khodro-a,IKCO,20020409,58,59.12,59,58,413241,58.40,59.12
Iran Khodro-a,IKCO,20020410,59,59.69,60,59,2469545,59.12,59.69
Iran Khodro-a,IKCO,20020413,60,59.71,61,59,3758133,59.69,59.71
Iran Khodro-a,IKCO,20020414,60,59.73,61,60,1624205,59.79,59.73
Iran Khodro-a,IKCO,20020415,60,60.35,60,60,550729,59.69,60.35
Iran Khodro-a,IKCO,20020416,60,61.19,62,61,819550,60.62,61.19
Iran Khodro-a,IKCO,20020417,61,61.40,62,61,606547,61.19,61.40
Iran Khodro-a,IKCO,20020420,61,60.83,61,61,602339,61.11,60.83
Iran Khodro-a,IKCO,20020421,61,59.94,61,60,1877320,60.54,59.94
Iran Khodro-a,IKCO,20020422,60,60.07,60,60,494872,59.98,60.07
Iran Khodro-a,IKCO,20020423,60,60.20,60,60,515567,60.09,60.20
Iran Khodro-a,IKCO,20020424,60,61.87,62,60,585578,60.26,61.87
Iran Khodro-a,IKCO,20020427,62,60.83,62,60,430930,62.15,60.83
Iran Khodro-a,IKCO,20020428,61,61.76,62,61,418938,60.83,61.76
Iran Khodro-a,IKCO,20020429,62,61.59,62,61,3135661,61.76,61.59
Iran Khodro-a,IKCO,20020430,62,62.33,62,61,4558006,61.59,62.33
Iran Khodro-a,IKCO,20020501,62,62.25,62,62,1431157,62.12,62.25
Iran Khodro-a,IKCO,20020504,62,62.91,63,62,654138,62.34,62.91
Iran Khodro-a,IKCO,20020505,63,63.86,64,62,2670831,62.91,63.86
Iran Khodro-a,IKCO,20020506,64,62.91,64,62,2641809,64.05,62.91
Iran Khodro-a,IKCO,20020507,63,62.53,63,61,4916682,62.25,62.53
Iran Khodro-a,IKCO,20020508,63,63.29,63,63,412993,62.53,63.29
Iran Khodro-a,IKCO,20020512,63,63.29,63,62,409389,63.29,63.29
Iran Khodro-a,IKCO,20020514,63,63.29,63,62,744884,63.16,63.29
Iran Khodro-a,IKCO,20020515,63,63.48,64,62,4180211,63.22,63.48
Iran Khodro-a,IKCO,20020518,63,63.67,64,63,1009573,63.48,63.67
Iran Khodro-a,IKCO,20020519,64,63.88,64,63,637544,63.67,63.88
Iran Khodro-a,IKCO,20020520,64,64.45,64,63,689962,63.88,64.45
Iran Khodro-a,IKCO,20020521,64,64.43,65,64,975464,64.09,64.43
Iran Khodro-a,IKCO,20020522,64,62.55,64,63,391374,64.39,62.55
Iran Khodro-a,IKCO,20020525,63,61.02,62,61,538869,62.48,61.02
Iran Khodro-a,IKCO,20020526,61,61.21,61,61,550611,61.02,61.21
Iran Khodro-a,IKCO,20020527,61,61.51,62,61,594886,61.21,61.51
Iran Khodro-a,IKCO,20020528,62,62.57,63,62,754180,61.59,62.57
Iran Khodro-a,IKCO,20020529,63,62.72,63,63,430856,62.57,62.72
Iran Khodro-a,IKCO,20020601,63,62.93,63,63,810540,62.74,62.93
Iran Khodro-a,IKCO,20020602,63,63.48,63,63,598193,63.01,63.48
Iran Khodro-a,IKCO,20020603,63,63.52,64,63,887303,63.48,63.52
Iran Khodro-a,IKCO,20020608,64,63.56,64,63,613551,63.58,63.56
Iran Khodro-a,IKCO,20020609,64,63.80,64,63,728549,63.56,63.80
Iran Khodro-a,IKCO,20020610,64,64.43,64,64,920842,63.80,64.43
Iran Khodro-a,IKCO,20020611,64,64.41,64,64,581700,64.43,64.41
Iran Khodro-a,IKCO,20020612,64,64.45,65,64,844676,64.24,64.45
Iran Khodro-a,IKCO,20020615,64,64.24,64,64,4472017,64.43,64.24
Iran Khodro-a,IKCO,20020616,64,64.43,64,64,875511,64.24,64.43
Iran Khodro-a,IKCO,20020617,64,64.47,65,64,808322,64.41,64.47
Iran Khodro-a,IKCO,20020618,64,64.62,65,64,825091,64.47,64.62
Iran Khodro-a,IKCO,20020619,65,64.64,65,64,677974,64.62,64.64
Iran Khodro-a,IKCO,20020622,65,64.85,65,65,681769,64.64,64.85
Iran Khodro-a,IKCO,20020623,65,64.85,65,65,1148128,64.77,64.85
Iran Khodro-a,IKCO,20020624,65,65.00,66,65,4926039,64.81,65.00
Iran Khodro-a,IKCO,20020625,65,65.38,66,65,22595964,65.00,65.38
Iran Khodro-a,IKCO,20020626,65,65.21,65,65,582774,65.09,65.21
Iran Khodro-a,IKCO,20020629,65,65.28,65,65,909250,65.19,65.28
Iran Khodro-a,IKCO,20020630,65,65.85,66,65,1108994,65.24,65.85
Iran Khodro-a,IKCO,20020701,66,65.72,66,65,773915,65.38,65.72
Iran Khodro-a,IKCO,20020702,66,66.36,67,66,1800220,65.66,66.36
Iran Khodro-a,IKCO,20020703,66,66.61,67,66,790936,66.38,66.61
Iran Khodro-a,IKCO,20020706,67,66.91,67,67,1024754,66.61,66.91
Iran Khodro-a,IKCO,20020707,67,67.29,67,67,1106929,66.91,67.29
Iran Khodro-a,IKCO,20020708,67,68.20,68,67,1250947,67.39,68.20
Iran Khodro-a,IKCO,20020709,68,70.11,70,68,1213609,68.22,70.11
Iran Khodro-a,IKCO,20020710,70,68.60,70,68,1187849,70.21,68.60
Iran Khodro-a,IKCO,20020713,69,67.65,69,67,794625,68.60,67.65
Iran Khodro-a,IKCO,20020714,68,68.33,68,67,1471975,67.27,68.33
Iran Khodro-a,IKCO,20020715,68,68.98,69,68,1886985,68.33,68.98
Iran Khodro-a,IKCO,20020716,69,70.11,70,68,8759730,68.26,70.11
Iran Khodro-a,IKCO,20020729,70,58.38,60,57,215564,59.48,58.38
Iran Khodro-a,IKCO,20020730,58,58.36,59,58,307765,58.38,58.36
Iran Khodro-a,IKCO,20020731,58,57.99,58,58,843510,58.36,57.99
Iran Khodro-a,IKCO,20020803,58,57.04,58,57,946417,57.80,57.04
Iran Khodro-a,IKCO,20020804,57,57.70,58,57,1197942,57.04,57.70
Iran Khodro-a,IKCO,20020805,58,57.83,58,58,711696,57.80,57.83
Iran Khodro-a,IKCO,20020806,58,57.61,58,58,1245752,57.83,57.61
Iran Khodro-a,IKCO,20020807,58,57.06,58,57,779651,57.59,57.06
Iran Khodro-a,IKCO,20020810,57,57.42,58,57,1138376,57.06,57.42
Iran Khodro-a,IKCO,20020811,57,57.46,58,57,1508704,57.42,57.46
Iran Khodro-a,IKCO,20020813,57,57.42,58,57,733307,57.46,57.42
Iran Khodro-a,IKCO,20020814,57,57.42,57,57,590134,57.42,57.42
Iran Khodro-a,IKCO,20020817,57,57.23,57,57,473477,57.23,57.23
Iran Khodro-a,IKCO,20020818,57,56.96,57,57,733106,57.21,56.96
Iran Khodro-a,IKCO,20020819,57,57.13,57,57,585400,56.85,57.13
Iran Khodro-a,IKCO,20020820,57,56.53,57,56,653317,57.00,56.53
Iran Khodro-a,IKCO,20020821,57,55.90,57,56,532142,56.53,55.90
Iran Khodro-a,IKCO,20020824,56,56.85,57,56,779929,55.94,56.85
Iran Khodro-a,IKCO,20020825,57,57.08,57,57,779434,57.19,57.08
Iran Khodro-a,IKCO,20020826,57,57.23,57,57,660014,57.13,57.23
Iran Khodro-a,IKCO,20020827,57,57.27,57,57,553226,57.28,57.27
Iran Khodro-a,IKCO,20020828,57,57.42,58,57,1068324,57.27,57.42
Iran Khodro-a,IKCO,20020831,57,57.25,58,57,797479,57.44,57.25
Iran Khodro-a,IKCO,20020901,57,57.44,58,57,766967,57.25,57.44
Iran Khodro-a,IKCO,20020902,57,57.80,58,57,650589,57.46,57.80
Iran Khodro-a,IKCO,20020903,58,56.85,58,57,499015,57.78,56.85
Iran Khodro-a,IKCO,20020904,57,56.85,57,56,419459,56.91,56.85
Iran Khodro-a,IKCO,20020907,57,56.87,57,57,666463,56.85,56.87
Iran Khodro-a,IKCO,20020908,57,56.94,57,57,2199273,56.83,56.94
Iran Khodro-a,IKCO,20020909,57,56.85,57,56,1085314,56.89,56.85
Iran Khodro-a,IKCO,20020910,57,57.04,57,57,854068,56.83,57.04
Iran Khodro-a,IKCO,20020911,57,56.85,57,56,628003,57.02,56.85
Iran Khodro-a,IKCO,20020914,57,57.23,57,55,9891439,56.91,57.23
Iran Khodro-a,IKCO,20020915,57,56.79,57,57,450636,57.04,56.79
Iran Khodro-a,IKCO,20020916,57,56.45,57,56,252574,56.75,56.45
Iran Khodro-a,IKCO,20020917,56,56.38,57,56,835515,56.26,56.38
Iran Khodro-a,IKCO,20020918,56,56.60,57,56,549928,56.36,56.60
Iran Khodro-a,IKCO,20020922,57,56.66,57,56,1515717,56.47,56.66
Iran Khodro-a,IKCO,20020923,57,56.47,57,56,915618,56.66,56.47
Iran Khodro-a,IKCO,20020924,56,56.66,57,56,518647,56.32,56.66
Iran Khodro-a,IKCO,20020925,57,56.47,57,56,455722,56.64,56.47
Iran Khodro-a,IKCO,20020928,56,56.28,57,56,494958,56.45,56.28
Iran Khodro-a,IKCO,20020929,56,56.19,56,56,786183,56.19,56.19
Iran Khodro-a,IKCO,20020930,56,56.30,57,56,690103,56.26,56.30
Iran Khodro-a,IKCO,20021001,56,56.41,56,56,679418,56.32,56.41
Iran Khodro-a,IKCO,20021002,56,56.53,57,56,824771,56.36,56.53
Iran Khodro-a,IKCO,20021006,57,56.68,57,56,2455598,56.53,56.68
Iran Khodro-a,IKCO,20021007,57,56.75,57,56,381698,56.68,56.75
Iran Khodro-a,IKCO,20021008,57,56.45,57,56,4898977,56.77,56.45
Iran Khodro-a,IKCO,20021009,56,56.00,56,56,2380423,56.36,56.00
Iran Khodro-a,IKCO,20021012,56,56.09,56,56,508302,55.98,56.09
Iran Khodro-a,IKCO,20021013,56,56.66,57,56,350475,56.07,56.66
Iran Khodro-a,IKCO,20021014,57,57.80,58,57,672124,56.89,57.80
Iran Khodro-a,IKCO,20021015,58,57.78,59,58,693855,57.91,57.78
Iran Khodro-a,IKCO,20021016,58,56.81,58,56,552233,57.61,56.81
Iran Khodro-a,IKCO,20021019,57,56.98,57,57,793207,56.79,56.98
Iran Khodro-a,IKCO,20021020,57,58.18,59,57,592456,57.04,58.18
Iran Khodro-a,IKCO,20021021,58,58.14,59,58,1592178,58.36,58.14
Iran Khodro-a,IKCO,20021102,58,46.43,46,44,509994,45.44,46.43
Iran Khodro-a,IKCO,20021103,46,45.67,46,45,576103,46.24,45.67
Iran Khodro-a,IKCO,20021104,46,45.69,46,45,581818,45.67,45.69
