Name,Code,Date,Open,Close,High,Low,Volume,First,Last
S*Mobarakeh Steel-a,FOLD,20101123,109,108.91,110,108,996828,108.99,110.20
S*Mobarakeh Steel-a,FOLD,20101124,109,109.60,111,108,5899605,108.13,109.94
S*Mobarakeh Steel-a,FOLD,20101127,110,110.89,114,111,2580318,110.59,110.72
S*Mobarakeh Steel-a,FOLD,20110126,111,110.98,115,115,76919,115.31,115.31
S*Mobarakeh Steel-a,FOLD,20110129,111,111.07,115,115,75987,115.39,115.39
S*Mobarakeh Steel-a,FOLD,20110130,111,111.15,115,115,84434,115.48,115.48
S*Mobarakeh Steel-a,FOLD,20110131,111,115.57,116,116,9100580,115.57,115.57
S*Mobarakeh Steel-a,FOLD,20110201,116,120.15,120,120,12100284,120.15,120.15
S*Mobarakeh Steel-a,FOLD,20110205,120,134.94,135,130,61609211,129.75,134.94
S*Mobarakeh Steel-a,FOLD,20110206,135,140.18,140,138,125114401,140.31,140.31
S*Mobarakeh Steel-a,FOLD,20110219,140,134.85,137,133,26174531,134.61,134.00
S*Mobarakeh Steel-a,FOLD,20110220,135,132.47,134,131,13789877,134.24,131.55
S*Mobarakeh Steel-a,FOLD,20110222,132,130.94,132,128,11989484,130.94,130.26
S*Mobarakeh Steel-a,FOLD,20110223,131,133.45,136,131,24454283,131.67,136.14
S*Mobarakeh Steel-a,FOLD,20110226,133,138.65,139,136,18760603,138.77,138.77
S*Mobarakeh Steel-a,FOLD,20110227,139,143.48,144,142,30858299,144.15,142.56
S*Mobarakeh Steel-a,FOLD,20110228,143,139.14,143,138,7485814,143.17,137.79
S*Mobarakeh Steel-a,FOLD,20110301,139,136.26,138,134,3700492,137.54,134.00
S*Mobarakeh Steel-a,FOLD,20110302,136,139.56,142,136,8583188,136.32,138.83
S*Mobarakeh Steel-a,FOLD,20110305,140,141.22,143,140,6986855,141.77,139.50
S*Mobarakeh Steel-a,FOLD,20110306,141,141.83,144,141,3862921,141.34,140.73
S*Mobarakeh Steel-a,FOLD,20110307,142,142.07,143,140,89697529,140.91,140.48
S*Mobarakeh Steel-a,FOLD,20110308,142,140.73,141,140,18522707,141.34,140.73
S*Mobarakeh Steel-a,FOLD,20110309,141,142.81,144,141,5407756,140.79,142.56
S*Mobarakeh Steel-a,FOLD,20110312,143,142.19,143,141,3435226,143.42,141.95
S*Mobarakeh Steel-a,FOLD,20110313,142,145.07,147,142,6191058,141.95,144.40
S*Mobarakeh Steel-a,FOLD,20110314,145,150.76,151,147,15146973,146.84,150.82
S*Mobarakeh Steel-a,FOLD,20110315,151,156.21,157,154,26689305,156.02,156.70
S*Mobarakeh Steel-a,FOLD,20110316,156,161.77,162,155,16300612,157.31,162.45
S*Mobarakeh Steel-a,FOLD,20110319,162,166.61,168,164,10970339,166.91,166.42
S*Mobarakeh Steel-a,FOLD,20110326,167,173.09,173,169,18317793,168.87,173.22
S*Mobarakeh Steel-a,FOLD,20110327,173,178.29,180,174,14158400,180.01,174.99
S*Mobarakeh Steel-a,FOLD,20110328,178,177.38,180,175,12250055,175.42,176.28
S*Mobarakeh Steel-a,FOLD,20110329,177,178.17,181,175,11384626,177.44,176.83
S*Mobarakeh Steel-a,FOLD,20110330,178,171.99,178,171,14803080,177.32,171.07
S*Mobarakeh Steel-a,FOLD,20110403,172,168.69,174,166,11168587,171.38,171.32
S*Mobarakeh Steel-a,FOLD,20110404,169,175.30,175,174,5587364,173.77,175.42
S*Mobarakeh Steel-a,FOLD,20110405,175,180.44,182,176,23257347,182.27,178.23
S*Mobarakeh Steel-a,FOLD,20110406,180,184.11,188,178,21320485,180.50,187.59
S*Mobarakeh Steel-a,FOLD,20110409,184,189.61,191,182,24784735,191.45,186.06
S*Mobarakeh Steel-a,FOLD,20110410,190,183.43,188,182,5600526,186.62,182.09
S*Mobarakeh Steel-a,FOLD,20110411,183,178.97,187,176,10416697,179.89,176.15
S*Mobarakeh Steel-a,FOLD,20110412,179,177.25,184,174,7355733,177.56,174.99
S*Mobarakeh Steel-a,FOLD,20110413,177,174.32,177,173,6224823,176.52,175.72
S*Mobarakeh Steel-a,FOLD,20110416,174,178.84,180,176,6627752,177.74,177.38
S*Mobarakeh Steel-a,FOLD,20110417,179,174.81,180,172,4042205,180.50,173.77
S*Mobarakeh Steel-a,FOLD,20110418,175,171.93,176,170,4547033,176.21,171.07
S*Mobarakeh Steel-a,FOLD,20110419,172,168.32,175,165,4035502,172.24,169.48
S*Mobarakeh Steel-a,FOLD,20110420,168,174.13,175,168,5214572,167.65,173.71
S*Mobarakeh Steel-a,FOLD,20110423,174,173.22,176,170,4242600,176.21,174.38
S*Mobarakeh Steel-a,FOLD,20110424,173,172.97,177,170,6220655,173.77,170.10
S*Mobarakeh Steel-a,FOLD,20110425,173,167.59,176,166,5839926,175.60,167.04
S*Mobarakeh Steel-a,FOLD,20110426,168,167.28,169,166,3960637,168.87,166.91
S*Mobarakeh Steel-a,FOLD,20110427,167,166.06,169,161,3972456,169.18,167.53
S*Mobarakeh Steel-a,FOLD,20110430,166,159.88,165,159,5448499,163.98,159.45
S*Mobarakeh Steel-a,FOLD,20110501,160,157.12,166,154,17137217,153.51,162.75
S*Mobarakeh Steel-a,FOLD,20110502,157,161.28,163,163,3173789,163.37,163.37
S*Mobarakeh Steel-a,FOLD,20110503,161,167.71,168,168,5481732,167.71,167.71
S*Mobarakeh Steel-a,FOLD,20110504,168,173.64,174,174,4204335,174.38,174.38
S*Mobarakeh Steel-a,FOLD,20110508,174,170.34,175,167,12742467,174.99,168.26
S*Mobarakeh Steel-a,FOLD,20110509,170,177.01,177,173,33240474,173.09,177.13
S*Mobarakeh Steel-a,FOLD,20110510,177,183.62,184,179,39065951,183.98,180.13
S*Mobarakeh Steel-a,FOLD,20110511,184,179.33,183,177,6318987,180.13,179.89
S*Mobarakeh Steel-a,FOLD,20110514,179,178.72,178,176,1253512,178.05,176.34
S*Mobarakeh Steel-a,FOLD,20110515,179,175.91,178,175,5820333,177.13,177.19
S*Mobarakeh Steel-a,FOLD,20110516,176,177.93,183,176,4963766,180.44,178.72
S*Mobarakeh Steel-a,FOLD,20110517,178,179.09,182,178,3091862,180.50,178.97
S*Mobarakeh Steel-a,FOLD,20110518,179,184.41,186,180,17782106,179.58,186.25
S*Mobarakeh Steel-a,FOLD,20110521,184,191.27,192,185,59208761,186.62,191.76
S*Mobarakeh Steel-a,FOLD,20110522,191,192.12,195,188,40403453,191.76,193.96
S*Mobarakeh Steel-a,FOLD,20110523,192,196.83,199,188,82310326,189.80,196.59
S*Mobarakeh Steel-a,FOLD,20110524,197,194.14,199,190,12790058,196.34,190.35
S*Mobarakeh Steel-a,FOLD,20110525,194,186.80,190,186,17003871,190.35,186.43
S*Mobarakeh Steel-a,FOLD,20110528,187,182.64,194,179,18874382,185.39,179.40
S*Mobarakeh Steel-a,FOLD,20110529,183,175.72,181,175,10498647,181.11,175.36
S*Mobarakeh Steel-a,FOLD,20110530,176,182.15,183,176,11631246,176.21,182.70
S*Mobarakeh Steel-a,FOLD,20110531,182,189.31,189,187,18215871,188.94,189.43
S*Mobarakeh Steel-a,FOLD,20110601,189,188.33,191,187,14836739,189.61,187.23
S*Mobarakeh Steel-a,FOLD,20110606,188,194.26,196,191,13208088,190.90,192.73
S*Mobarakeh Steel-a,FOLD,20110607,194,189.67,196,187,5101831,192.73,195.61
S*Mobarakeh Steel-a,FOLD,20110608,190,195.55,197,185,36126007,189.67,197.26
S*Mobarakeh Steel-a,FOLD,20110611,196,195.00,202,191,11806771,200.08,192.12
S*Mobarakeh Steel-a,FOLD,20110612,195,193.96,196,189,4461374,190.29,193.96
S*Mobarakeh Steel-a,FOLD,20110613,194,196.04,199,193,13684828,193.84,195.18
S*Mobarakeh Steel-a,FOLD,20110614,196,189.80,198,188,17819499,195.79,188.21
S*Mobarakeh Steel-a,FOLD,20110615,190,184.47,190,182,21441036,187.84,187.23
S*Mobarakeh Steel-a,FOLD,20110618,184,190.84,192,188,15525723,187.90,191.82
S*Mobarakeh Steel-a,FOLD,20110619,191,190.53,195,189,8660008,191.88,189.67
S*Mobarakeh Steel-a,FOLD,20110620,191,189.80,190,188,4476833,189.67,189.06
S*Mobarakeh Steel-a,FOLD,20110621,190,190.29,193,189,3042476,189.61,189.12
S*Mobarakeh Steel-a,FOLD,20110622,190,189.98,192,188,2283655,190.10,188.94
S*Mobarakeh Steel-a,FOLD,20110625,190,189.19,193,185,2539681,188.51,184.84
S*Mobarakeh Steel-a,FOLD,20110626,189,182.09,187,182,10706275,184.17,181.66
S*Mobarakeh Steel-a,FOLD,20110627,182,175.05,177,175,17414029,176.83,174.87
S*Mobarakeh Steel-a,FOLD,20110628,175,177.25,181,175,9515117,175.66,177.44
S*Mobarakeh Steel-a,FOLD,20110629,177,182.33,184,180,6054259,181.35,184.29
S*Mobarakeh Steel-a,FOLD,20110702,182,187.35,189,185,7741672,187.53,186.62
S*Mobarakeh Steel-a,FOLD,20110703,187,185.39,190,182,12473274,187.59,184.17
S*Mobarakeh Steel-a,FOLD,20110704,185,184.72,187,182,3086158,184.17,182.33
S*Mobarakeh Steel-a,FOLD,20110705,185,183.80,188,181,4798381,185.39,182.27
S*Mobarakeh Steel-a,FOLD,20110706,184,183.37,185,181,3202836,181.72,181.11
S*Mobarakeh Steel-a,FOLD,20110709,183,182.76,184,178,1440649,182.94,179.58
S*Mobarakeh Steel-a,FOLD,20110710,183,186.74,190,184,8276919,185.39,186.55
S*Mobarakeh Steel-a,FOLD,20110711,187,186.25,187,184,2699038,186.06,186.49
S*Mobarakeh Steel-a,FOLD,20110712,186,185.45,186,183,2469096,185.09,184.17
S*Mobarakeh Steel-a,FOLD,20110713,185,184.47,185,184,5232596,183.74,184.29
S*Mobarakeh Steel-a,FOLD,20110716,184,185.27,186,184,11755688,184.78,185.39
S*Mobarakeh Steel-a,FOLD,20110725,185,192.67,196,192,9013578,191.59,191.99
S*Mobarakeh Steel-a,FOLD,20110726,193,198.51,200,192,17231525,193.01,198.92
S*Mobarakeh Steel-a,FOLD,20110727,199,196.81,200,194,6269650,198.31,194.85
S*Mobarakeh Steel-a,FOLD,20110730,197,194.37,198,192,4837203,195.86,193.69
S*Mobarakeh Steel-a,FOLD,20110731,194,191.11,194,189,16181189,194.44,190.16
S*Mobarakeh Steel-a,FOLD,20110801,191,197.29,198,192,51914680,192.54,196.95
S*Mobarakeh Steel-a,FOLD,20110802,197,197.56,201,196,9624495,198.99,196.81
S*Mobarakeh Steel-a,FOLD,20110803,198,200.35,202,197,15935982,197.29,200.01
S*Mobarakeh Steel-a,FOLD,20110806,200,193.55,196,192,8534224,195.46,194.51
S*Mobarakeh Steel-a,FOLD,20110807,194,194.44,196,194,4337077,196.14,193.55
S*Mobarakeh Steel-a,FOLD,20110808,194,191.99,196,190,9160970,192.88,192.81
S*Mobarakeh Steel-a,FOLD,20110809,192,185.81,191,184,16993746,190.16,190.16
S*Mobarakeh Steel-a,FOLD,20110810,186,191.52,193,190,6313804,190.84,193.22
S*Mobarakeh Steel-a,FOLD,20110813,192,191.79,194,191,4928609,192.88,192.20
S*Mobarakeh Steel-a,FOLD,20110814,192,191.38,193,190,5821856,192.88,190.09
S*Mobarakeh Steel-a,FOLD,20110815,191,190.36,193,188,4459476,190.23,189.48
S*Mobarakeh Steel-a,FOLD,20110816,190,189.55,191,188,5850207,190.16,188.80
S*Mobarakeh Steel-a,FOLD,20110817,190,196.07,197,189,25632457,190.09,196.27
S*Mobarakeh Steel-a,FOLD,20110820,196,196.88,200,194,9079971,197.09,195.66
S*Mobarakeh Steel-a,FOLD,20110821,197,197.02,198,194,7091198,196.95,196.95
S*Mobarakeh Steel-a,FOLD,20110823,197,201.30,204,197,12035439,197.63,203.20
S*Mobarakeh Steel-a,FOLD,20110824,201,203.40,208,201,4954818,205.64,201.03
S*Mobarakeh Steel-a,FOLD,20110827,203,204.29,208,202,4575492,205.85,202.72
S*Mobarakeh Steel-a,FOLD,20110828,204,202.04,203,198,4039600,202.79,198.51
S*Mobarakeh Steel-a,FOLD,20110829,202,208.70,210,200,55303034,200.01,210.13
S*Mobarakeh Steel-a,FOLD,20110830,209,216.58,217,211,87856305,212.43,216.99
S*Mobarakeh Steel-a,FOLD,20110903,217,217.19,221,211,14940090,216.65,217.32
S*Mobarakeh Steel-a,FOLD,20110904,217,216.85,220,214,8116104,217.32,215.29
S*Mobarakeh Steel-a,FOLD,20110905,217,218.14,222,214,7850764,215.63,217.60
S*Mobarakeh Steel-a,FOLD,20110906,218,222.01,225,216,17186331,219.16,223.44
S*Mobarakeh Steel-a,FOLD,20110907,222,229.89,231,224,111031790,224.12,230.84
S*Mobarakeh Steel-a,FOLD,20110910,230,232.27,236,230,9095135,230.91,230.91
S*Mobarakeh Steel-a,FOLD,20110911,232,231.32,234,230,21046794,231.59,231.86
S*Mobarakeh Steel-a,FOLD,20110912,231,230.30,233,228,30116141,227.99,231.59
S*Mobarakeh Steel-a,FOLD,20110913,230,225.13,230,222,13598489,230.23,222.83
S*Mobarakeh Steel-a,FOLD,20110914,225,220.52,224,218,7421829,222.76,220.72
S*Mobarakeh Steel-a,FOLD,20110917,221,220.99,225,219,34726889,219.29,220.72
S*Mobarakeh Steel-a,FOLD,20110918,221,221.33,224,220,12789346,220.72,221.47
S*Mobarakeh Steel-a,FOLD,20110919,221,221.54,223,220,3594351,221.94,221.13
S*Mobarakeh Steel-a,FOLD,20110920,222,221.54,222,221,4411881,222.21,221.40
S*Mobarakeh Steel-a,FOLD,20110921,222,221.33,222,219,4594104,220.72,220.04
S*Mobarakeh Steel-a,FOLD,20110925,221,212.71,216,213,9283637,213.05,214.61
S*Mobarakeh Steel-a,FOLD,20110926,213,211.01,214,208,6103189,211.89,212.23
S*Mobarakeh Steel-a,FOLD,20110927,211,216.37,219,214,6300035,214.00,215.97
S*Mobarakeh Steel-a,FOLD,20110928,216,216.37,217,215,1740236,217.32,215.90
S*Mobarakeh Steel-a,FOLD,20111001,216,216.03,217,213,2278705,215.97,214.61
S*Mobarakeh Steel-a,FOLD,20111002,216,215.29,216,213,2626729,215.97,213.66
S*Mobarakeh Steel-a,FOLD,20111003,215,214.34,215,211,2610603,213.25,211.69
S*Mobarakeh Steel-a,FOLD,20111004,214,213.93,214,211,2018211,213.25,211.69
S*Mobarakeh Steel-a,FOLD,20111005,214,213.59,215,212,2550069,213.18,212.43
S*Mobarakeh Steel-a,FOLD,20111008,214,213.11,217,212,5999594,214.34,212.57
S*Mobarakeh Steel-a,FOLD,20111009,213,211.76,213,210,6069486,212.57,210.53
S*Mobarakeh Steel-a,FOLD,20111010,212,211.55,213,211,6274353,210.53,212.23
S*Mobarakeh Steel-a,FOLD,20111011,212,214.06,217,212,50337815,212.23,213.93
S*Mobarakeh Steel-a,FOLD,20111012,214,213.52,216,211,4866232,214.54,211.89
S*Mobarakeh Steel-a,FOLD,20111015,214,212.16,213,209,3040118,211.89,209.79
S*Mobarakeh Steel-a,FOLD,20111016,212,205.51,210,204,7460102,209.85,203.74
S*Mobarakeh Steel-a,FOLD,20111017,206,204.62,207,200,4533241,200.35,205.71
S*Mobarakeh Steel-a,FOLD,20111018,205,204.83,207,204,2374203,205.78,205.24
S*Mobarakeh Steel-a,FOLD,20111019,205,205.03,208,204,2682523,205.98,205.71
S*Mobarakeh Steel-a,FOLD,20111022,205,202.93,205,200,5835647,203.74,200.35
S*Mobarakeh Steel-a,FOLD,20111023,203,201.23,204,199,5658849,200.35,199.67
S*Mobarakeh Steel-a,FOLD,20111024,201,198.92,200,195,3617451,199.67,195.73
S*Mobarakeh Steel-a,FOLD,20111025,199,199.12,202,198,2277027,197.83,199.67
S*Mobarakeh Steel-a,FOLD,20111026,199,198.72,200,196,3207483,199.33,196.41
S*Mobarakeh Steel-a,FOLD,20111029,199,197.63,200,195,3753885,199.67,195.59
S*Mobarakeh Steel-a,FOLD,20111030,198,196.68,197,194,3524171,196.81,195.59
S*Mobarakeh Steel-a,FOLD,20111031,197,196.41,198,195,3488166,196.20,194.91
S*Mobarakeh Steel-a,FOLD,20111101,196,195.73,196,195,3744026,195.86,195.80
S*Mobarakeh Steel-a,FOLD,20111102,196,195.39,198,193,4206321,197.70,192.88
S*Mobarakeh Steel-a,FOLD,20111105,195,192.13,194,188,4388221,194.30,189.48
S*Mobarakeh Steel-a,FOLD,20111106,192,189.21,188,184,3574093,186.83,186.76
S*Mobarakeh Steel-a,FOLD,20111108,189,185.81,185,182,4207594,183.37,183.37
S*Mobarakeh Steel-a,FOLD,20111109,186,187.99,193,186,4249434,186.76,191.52
S*Mobarakeh Steel-a,FOLD,20111112,188,188.94,194,189,2044947,193.22,188.80
S*Mobarakeh Steel-a,FOLD,20111113,189,188.39,190,185,2707435,189.96,186.36
S*Mobarakeh Steel-a,FOLD,20111114,188,188.33,189,186,1751303,186.36,186.76
S*Mobarakeh Steel-a,FOLD,20111116,188,188.12,190,186,1966205,188.33,188.39
S*Mobarakeh Steel-a,FOLD,20111119,188,188.53,193,187,2822661,188.12,188.12
S*Mobarakeh Steel-a,FOLD,20111120,189,187.71,189,186,3889536,189.48,186.76
S*Mobarakeh Steel-a,FOLD,20111121,188,187.31,189,185,1484744,189.34,185.61
S*Mobarakeh Steel-a,FOLD,20111122,187,182.28,190,180,11425488,184.73,179.84
S*Mobarakeh Steel-a,FOLD,20111123,182,178.95,180,175,4206740,176.92,175.63
S*Mobarakeh Steel-a,FOLD,20111126,179,178.27,180,175,2617507,176.58,175.90
S*Mobarakeh Steel-a,FOLD,20111127,178,171.41,177,171,8205300,176.51,171.14
S*Mobarakeh Steel-a,FOLD,20111128,171,171.01,174,166,12798242,169.78,172.71
S*Mobarakeh Steel-a,FOLD,20111129,171,174.27,178,172,4188230,171.82,176.51
S*Mobarakeh Steel-a,FOLD,20111130,174,173.93,175,169,3619047,173.86,174.81
S*Mobarakeh Steel-a,FOLD,20111203,174,174.81,179,174,3235335,176.51,176.24
S*Mobarakeh Steel-a,FOLD,20111204,175,181.13,182,177,10778981,176.58,181.74
S*Mobarakeh Steel-a,FOLD,20111207,181,185.47,188,183,8163996,185.41,183.91
S*Mobarakeh Steel-a,FOLD,20111210,185,183.23,189,178,4616147,188.80,178.61
S*Mobarakeh Steel-a,FOLD,20111211,183,179.90,181,176,3898803,181.33,176.51
S*Mobarakeh Steel-a,FOLD,20111212,180,178.41,178,175,3207516,177.87,176.58
S*Mobarakeh Steel-a,FOLD,20111213,178,178.14,180,175,2216439,176.58,175.22
S*Mobarakeh Steel-a,FOLD,20111214,178,177.32,177,175,4184479,176.58,177.19
S*Mobarakeh Steel-a,FOLD,20111217,177,176.64,177,174,2171105,176.58,173.86
S*Mobarakeh Steel-a,FOLD,20111218,177,177.12,180,175,4281149,174.95,177.73
S*Mobarakeh Steel-a,FOLD,20111219,177,176.92,179,175,3469169,178.48,175.49
S*Mobarakeh Steel-a,FOLD,20111220,177,176.58,177,175,3167355,176.58,176.24
S*Mobarakeh Steel-a,FOLD,20111221,177,176.37,177,175,2293805,175.56,176.58
S*Mobarakeh Steel-a,FOLD,20111224,176,174.74,177,173,6015341,175.22,173.18
S*Mobarakeh Steel-a,FOLD,20111225,175,174.67,175,173,3330191,175.22,175.01
S*Mobarakeh Steel-a,FOLD,20111226,175,174.61,176,173,1621461,174.74,175.90
S*Mobarakeh Steel-a,FOLD,20111227,175,174.34,175,172,2839587,174.00,173.18
S*Mobarakeh Steel-a,FOLD,20111228,174,174.13,177,173,4217177,173.32,173.18
S*Mobarakeh Steel-a,FOLD,20111231,174,176.03,181,173,16715394,173.86,178.61
S*Mobarakeh Steel-a,FOLD,20120101,176,181.67,183,178,9616994,183.03,179.02
S*Mobarakeh Steel-a,FOLD,20120102,182,180.45,182,177,3311272,179.97,179.29
S*Mobarakeh Steel-a,FOLD,20120103,180,186.15,188,180,10579032,180.31,187.65
S*Mobarakeh Steel-a,FOLD,20120104,186,191.45,193,187,13446272,186.83,190.84
S*Mobarakeh Steel-a,FOLD,20120107,191,191.04,194,186,4963725,190.97,187.44
S*Mobarakeh Steel-a,FOLD,20120108,191,190.57,193,187,4531668,188.80,190.16
S*Mobarakeh Steel-a,FOLD,20120109,191,197.15,198,189,14696789,190.16,196.61
S*Mobarakeh Steel-a,FOLD,20120110,197,197.70,202,196,3787001,198.38,195.59
S*Mobarakeh Steel-a,FOLD,20120111,198,197.29,199,194,5516236,194.64,197.15
S*Mobarakeh Steel-a,FOLD,20120115,197,204.49,205,198,16926605,197.90,205.17
S*Mobarakeh Steel-a,FOLD,20120116,204,210.19,212,208,10833343,208.43,209.18
S*Mobarakeh Steel-a,FOLD,20120117,210,204.22,210,202,8089455,208.70,203.81
S*Mobarakeh Steel-a,FOLD,20120118,204,206.12,209,198,7154924,202.45,206.93
S*Mobarakeh Steel-a,FOLD,20120121,206,206.87,211,205,3306164,207.75,206.66
S*Mobarakeh Steel-a,FOLD,20120123,207,202.45,208,200,8487884,204.76,203.40
S*Mobarakeh Steel-a,FOLD,20120125,202,201.30,204,200,8230350,203.06,201.23
S*Mobarakeh Steel-a,FOLD,20120128,201,204.56,209,204,5544880,207.14,206.46
S*Mobarakeh Steel-a,FOLD,20120129,205,204.01,205,201,3126717,205.17,201.84
S*Mobarakeh Steel-a,FOLD,20120130,204,203.67,204,202,2147290,203.67,202.93
S*Mobarakeh Steel-a,FOLD,20120131,204,208.77,212,204,11378325,206.46,207.14
S*Mobarakeh Steel-a,FOLD,20120201,209,208.02,210,205,2991414,210.26,207.14
S*Mobarakeh Steel-a,FOLD,20120204,208,205.78,207,203,4928093,205.78,203.06
S*Mobarakeh Steel-a,FOLD,20120205,206,202.52,202,198,3956316,202.45,199.06
S*Mobarakeh Steel-a,FOLD,20120206,203,201.03,200,196,2665044,198.38,197.97
S*Mobarakeh Steel-a,FOLD,20120207,201,198.99,197,195,2935415,196.95,195.05
S*Mobarakeh Steel-a,FOLD,20120208,199,198.31,200,194,2213881,195.59,199.67
S*Mobarakeh Steel-a,FOLD,20120212,198,197.83,200,195,2890894,198.31,196.14
S*Mobarakeh Steel-a,FOLD,20120213,198,197.36,197,194,1720149,196.88,194.57
S*Mobarakeh Steel-a,FOLD,20120214,197,191.65,195,189,6033069,194.23,189.48
S*Mobarakeh Steel-a,FOLD,20120215,192,190.70,194,185,2845153,189.41,193.55
S*Mobarakeh Steel-a,FOLD,20120221,191,184.86,188,181,1139903,187.99,185.07
S*Mobarakeh Steel-a,FOLD,20120222,185,182.21,184,180,6036765,183.37,183.37
S*Mobarakeh Steel-a,FOLD,20120225,182,181.81,183,180,2446661,182.42,181.33
S*Mobarakeh Steel-a,FOLD,20120226,182,182.76,187,180,2481181,179.97,184.18
S*Mobarakeh Steel-a,FOLD,20120227,183,184.39,190,186,1856445,186.70,190.02
S*Mobarakeh Steel-a,FOLD,20120228,184,191.72,192,191,8417061,191.72,191.72
S*Mobarakeh Steel-a,FOLD,20120229,192,191.99,197,191,58628939,193.55,191.72
S*Mobarakeh Steel-a,FOLD,20120303,192,192.60,197,192,2639996,192.40,193.49
S*Mobarakeh Steel-a,FOLD,20120304,193,192.60,195,190,1146898,194.85,192.88
S*Mobarakeh Steel-a,FOLD,20120305,193,192.40,195,189,1188235,191.59,191.52
S*Mobarakeh Steel-a,FOLD,20120306,192,191.72,192,188,2500465,190.16,188.33
S*Mobarakeh Steel-a,FOLD,20120307,192,194.23,199,194,3621107,193.55,195.80
S*Mobarakeh Steel-a,FOLD,20120310,194,195.05,198,194,2615698,198.04,197.63
S*Mobarakeh Steel-a,FOLD,20120311,195,201.57,203,196,10368043,196.00,201.03
S*Mobarakeh Steel-a,FOLD,20120312,202,197.97,202,194,5509282,201.70,195.39
S*Mobarakeh Steel-a,FOLD,20120313,198,196.27,199,190,3031055,190.43,198.31
S*Mobarakeh Steel-a,FOLD,20120314,196,197.77,204,198,2518664,198.24,201.03
S*Mobarakeh Steel-a,FOLD,20120317,198,199.80,201,199,6225480,200.01,200.28
S*Mobarakeh Steel-a,FOLD,20120318,200,201.57,204,199,4421421,199.06,203.74
S*Mobarakeh Steel-a,FOLD,20120324,202,202.93,210,204,1362977,203.74,209.58
S*Mobarakeh Steel-a,FOLD,20120325,203,210.53,211,205,20618237,211.01,211.01
S*Mobarakeh Steel-a,FOLD,20120326,211,209.24,211,204,4372115,211.01,209.85
S*Mobarakeh Steel-a,FOLD,20120327,209,211.21,214,209,4562281,209.31,213.25
S*Mobarakeh Steel-a,FOLD,20120328,211,211.55,215,211,2403686,213.25,213.59
S*Mobarakeh Steel-a,FOLD,20120402,212,211.14,214,207,1616812,209.85,207.14
S*Mobarakeh Steel-a,FOLD,20120403,211,209.04,207,203,2440265,206.46,204.08
S*Mobarakeh Steel-a,FOLD,20120404,209,208.56,209,203,1358733,203.06,207.07
S*Mobarakeh Steel-a,FOLD,20120407,209,207.88,207,204,1635542,204.08,204.90
S*Mobarakeh Steel-a,FOLD,20120408,208,210.47,213,205,7176831,205.10,210.47
S*Mobarakeh Steel-a,FOLD,20120409,210,213.59,216,208,7980770,208.09,213.18
S*Mobarakeh Steel-a,FOLD,20120410,214,220.92,222,214,18226526,213.93,220.65
S*Mobarakeh Steel-a,FOLD,20120411,221,220.52,222,217,4728417,220.79,220.72
S*Mobarakeh Steel-a,FOLD,20120414,221,224.80,228,216,8860947,216.31,224.73
S*Mobarakeh Steel-a,FOLD,20120415,225,232.40,234,229,19915446,233.76,229.55
S*Mobarakeh Steel-a,FOLD,20120416,232,224.18,228,223,7589666,227.85,225.61
S*Mobarakeh Steel-a,FOLD,20120417,224,223.78,225,218,2950037,224.18,224.93
S*Mobarakeh Steel-a,FOLD,20120418,224,224.59,229,224,2626717,224.12,225.41
S*Mobarakeh Steel-a,FOLD,20120421,225,223.30,227,216,3095427,227.17,218.14
S*Mobarakeh Steel-a,FOLD,20120422,223,220.45,221,216,3886332,220.65,217.32
S*Mobarakeh Steel-a,FOLD,20120423,220,218.62,217,214,3158411,217.32,216.71
S*Mobarakeh Steel-a,FOLD,20120424,219,218.34,221,215,2752417,215.97,218.41
S*Mobarakeh Steel-a,FOLD,20120428,218,217.19,219,214,3255546,218.21,213.86
S*Mobarakeh Steel-a,FOLD,20120429,217,209.24,214,209,15428891,213.93,211.89
S*Mobarakeh Steel-a,FOLD,20120430,209,210.26,213,208,4241001,208.16,212.57
S*Mobarakeh Steel-a,FOLD,20120501,210,211.08,212,210,5618957,210.67,210.26
S*Mobarakeh Steel-a,FOLD,20120502,211,209.24,211,208,17823644,207.82,210.47
S*Mobarakeh Steel-a,FOLD,20120505,209,208.97,210,208,2244806,210.47,207.75
S*Mobarakeh Steel-a,FOLD,20120506,209,210.06,214,208,4089026,207.82,209.51
S*Mobarakeh Steel-a,FOLD,20120507,210,209.38,209,208,2622160,207.88,208.50
S*Mobarakeh Steel-a,FOLD,20120508,209,209.18,209,207,1463239,209.18,208.70
S*Mobarakeh Steel-a,FOLD,20120509,209,208.02,209,205,3562116,208.56,206.46
S*Mobarakeh Steel-a,FOLD,20120512,208,205.44,208,200,2840812,207.55,199.74
S*Mobarakeh Steel-a,FOLD,20120513,205,203.47,203,197,2527098,198.38,199.26
S*Mobarakeh Steel-a,FOLD,20120514,203,203.06,204,200,3723028,200.35,202.38
S*Mobarakeh Steel-a,FOLD,20120515,203,202.66,206,200,1874550,203.74,201.64
S*Mobarakeh Steel-a,FOLD,20120516,203,202.38,204,199,898559,203.54,198.99
S*Mobarakeh Steel-a,FOLD,20120519,202,201.77,200,196,919369,200.35,197.63
S*Mobarakeh Steel-a,FOLD,20120520,202,201.16,200,196,1152206,197.63,197.63
S*Mobarakeh Steel-a,FOLD,20120521,201,201.16,204,197,1018577,198.31,203.54
